david bowie,let's dance,lets dance & put on your red shoes and dance the blues & lets dance & dance to the song theyre playing on the radio & lets sway & while color lights up your face & lets sway & sway through the crowd to an empty space & if you say run ill run with you & if you say hide well hide & watch my love for you & it would break my heart in two & if you should fall into my arms & and tremble like a flower & lets dance & for fear your grace should fall & lets dance & for fear tonight is all & lets sway & you can look into my eyes & lets sway & underthe moonlight the sirius moonlight & if you say run ill run with you & if you say hide well hide & watch my love for you & it would break my heart in two & if you should fall into my arms & and tremble like a flower & lets dance & lets dance & lets dance lets dance & lets dance lets dance & david bowie &,lazarus,look up here i'm in heaven & i've got scars that can't be seen & i've got drama can't be stolen & everybody knows me now & look up here man i'm in danger & i've got nothing left to lose & i'm so high it makes my brain whirl & dropped my cell phone down below & ain't that just like me? & by the time i got to new york & i was living like a king & there i'd used up all my money & i was looking for your ass & this way or no way & you know i'll be free & just like that bluebird & now ain't that just like me? & oh i'll be free & just like that bluebird & oh i'll be free & ain't that just like me? &,,
fastball,the way,they made up their minds and they started packing & they left before the sun came up that day & an exit to eternal summer slacking & but where were they going without ever knowing the way & they drank up the wine and they got to talking & they now had more important things to say & and when the car broke down they started walking & where were they going without ever knowing the way & anyone can see the road that they walk on is paved with gold & its always summer theyll never get cold & theyll never get hungry theyll never get old and gray & you can see their shadows wandering off somewhere & they wont make it home but they really dont care & they wanted the highway theyre happier there today today & the children woke up and they couldnt find em & they left before the sun came up that day & they just drove off and left it all behind em & where were they going without ever knowing the way & anyone can see the road that they walk on is paved with gold & its always summer theyll never get cold & theyll never get hungry theyll never get old and gray & you can see their shadows wandering off somewhere & they wont make it home but they really dont care & they wanted the highway theyre happier there today today & anyone can see the road that they walk on is paved with gold & its always summer theyll never get cold & theyll never get hungry theyll never get old and gray & you can see their shadows wandering off somewhere & they wont make it home but they really dont care & they wanted the highway theyre happier there today today &,,,,
fastball,out of my head,sometimes i feel like im drunk behind the wheel & the wheel of possibility & however it may roll give it a spin & see if you can somehow factor in & you know theres always more than one way & to say exactly what you mean to say & was i out of my head or was i out of my mind & how could i have ever been so blind & i was waiting for an indication it was hard to find & dont matter what i say only what i do & i never mean to do bad things to you & so quiet but i finally woke up & if youre sad then its time you spoke up too & was i out of my head or was i out of my mind & how could i have ever been so blind & i was waiting for an indication it was hard to find & dont matter what i say only what i do & i never mean to do bad things to you & so quiet but i finally woke up & if youre sad then its time you spoke up too & was i out of my head or was i out of my mind & how could i have ever been so blind & i was waiting for an indication it was hard to find & dont matter what i say only what i do & i never mean to do bad things to you & so quiet but i finally wake up & if youre sad then its time you spoke up too &,,,,
bananarama,cruel summer,hot summer streets & and the pavements are burning & i sit around & trying to smile but & the air is so heavy and dry & strange voices are saying & (what did they say) & things i cant understand & its too close for comfort & this heat has got & right out of hand & its a cruel (cruel) cruel summer & leaving me here on my own & its a cruel (its a cruel) cruel summer & now youre gone & the city is crowded & my friends are away & and im on my own & its too hot to handle & so i got to get up and go & its a cruel (cruel) cruel summer & leaving me here on my own & its a cruel (its a cruel) cruel summer & now youre gone & gonna feel only it was & its a cruel (cruel) cruel summer & (leaving me) leaving me here on my own & its a cruel (its a cruel) cruel summer & now youre gone & its a cruel cruel summer & leaving me here on my own & its a cruel cruel summer & now youre gone & gonna feel only it was & its a cruel (cruel) cruel summer & (leaving me) leaving me here on my own & its a cruel (its a cruel) cruel summer & now youre gone & gonna feel only it was & its a cruel (cruel) cruel summer & (leaving me) leaving me here on my own & its a cruel (its a cruel) cruel summer & now &,,,,
bananarama,venus,goddess on the mountain top & burning like a silver flame & the summit of beauty and love & and venus was her name & shes got it & yeah baby shes got it & im your venus im your fire & at your desire & well im your venus im your fire & at your desire & her weapons were her crystal eyes & making every man mad & black as the dark night she was & got what noone else had & wa & shes got it & yeah baby shes got it & im your venus im your fire & at your desire & well im your venus im your fire & at your desire & goddess on the mountain top & burning like a silver flame & the summit of beauty and love & and venus was her name & shes got it & yeah baby shes got it & im your venus im your fire & at your desire & well im your venus im your fire & at your desire &,,,,
ben folds five,brick,six am day after christmas & i throw some clothes on in the dark & the smell of cold & car seat is freezing & the world is sleeping & i am numb & up the stairs to her apartment & she is balled up on the couch & her mom and dad went down to charlotte & theyre not home to find us out & and we drive & now that i have found someone & im feeling more alone & than i ever have before & shes a brick and im drowning slowly & off the coast and im headed nowhere & shes a brick and im drowning slowly & they call her name at seven thirty & i pace around the parking lot & then i walk down to buy her flowers & and sell some gifts that i got & cant you see & its not me youre dying for & now shes feeling more alone & then she ever has before & shes a brick and im drowning slowly & off the coast and im headed nowhere & shes a brick and im drowning slowly & as weeks went by & it showed that she was not fine & they told me son its time to tell the truth & she broke down and i broke down & cause i was tired of lying & driving home to her apartment & for the moment were alone & shes alone & im alone & now i know it & shes a brick and im drowning slowly & off the coast and im headed nowhere & shes a brick and im drowning slowly &,,,,
donna summer,bad girls,bad girls & talking about the sad girls & sad girls & talking about bad girls yeah & see them out on the street at night walkin & picking up on all kinds of strangers & if the price is right & you cant score if youre pockets tight & but you want a good time & you ask yourself & who they are & like everybody else & they come from near and far & bad girls & talking about the sad girls & sad girls & talking about bad girls yeah & friday night and the strip is hot & suns gone down and theyre out to trot & spirits high and legs look hot & do you want to get down & now dont you ask yourself & who they are & like everybody else & they want to be a star & bad girls & sad girls & youre such a dirty bad girl & beep beep uh uh & youre bad girl & youre sad girl & youre such a dirty bad girl & beep beep uh uh & now you and me were both the same & but you call yourself by different names & now your mama wont like it when she finds out & that her girl is out at night & hey mister have you got a dime & mister do you want to spent some time oh yeah & i got what you want you got what i need & ill be your baby come and spend it on me & hey mister i spend some time with you & with you & with you & bad girls & bad girls & talking aboud bad girls & sad girls & hey hey mister &,,,,
donna summer,last dance,last dance & last chance for love & yes its my last chance & for romance tonight & i need you by me & beside me to guide me & to hold me to scold me & cause when im bad & im so so bad & so lets dance the last dance & lets dance the last dance & lets dance this last dance tonight & last dance & last dance for love & yes its my last chance & for romance tonight & oh oh i need you by me & beside me to guide me & to hold me to scold me & cause when im bad & im so so bad & so lets dance the last dance & lets dance the last dance & lets dance the last dance tonight & oh oh i need you by me & beside me to guide me & to hold me to scold me & cause when im bad & im so so bad & so cmon baby & dance that dance & cmon baby & dance that dance & cmon baby & last dance tonight & yeah yeah &,,,,
donna summer,hot stuff,sittin here eatin my heart out waitin & waitin for some lover to call & dialed about a thousand numbers lately & almost rang the phone off the wall & lookin for some hot stuff baby this evenin & i need some hot stuff baby tonight & i want some hot stuff baby this evenin & gotta have some hot stuff & gotta have some love tonight & (hot stuff) & i need hot stuff & i want some hot stuff & i need hot stuff & lookin for a lover who needs another & dont want another night on my own & wanna share my love with a warm blooded lover & wanna bring a wild man back home & gotta have some hot love baby this evenin & i need some hot stuff baby tonight & i want some hot stuff baby this evenin & gotta have some lovin & got to have a love tonight & (hot stuff) & i need hot stuff & hot love & lookin for hot love & (hot hot hot hot stuff) & (hot hot hot) & (hot hot hot hot stuff) & (hot hot hot) & hows bout some hot stuff baby this evenin & i need some hot stuff baby tonight & gimme little hot stuff baby this evenin & hot stuff baby & gonna need your love tonight & (hot stuff) & i need hot love & lookin for hot love & wanna have hot love & sittin here eating my heart no reason & wont spend another night on my own & i dialed about a hundred numbers baby & im bound to find somebody home & gonna have some hot stuff baby this evenin & i need some hot stuff baby tonight & looking for my hot stuff baby this evenin & need some loving baby & gonna need your love tonight & hot stuff baby this evening & i need some hot stuff baby tonight yeah yeah & i want some hot stuff baby this evenin & i want some hot stuff baby tonight yeah yeah yeah yeah & hot love baby & i need your hot stuff baby tonight & i want your hot stuff baby this evenin & hot stuff baby & gonna need your love tonight &,,,,
donna summer,i feel love,ooh its so good its so good & its so good its so good & its so good & ooh im in love im in love & im in love im in love & im in love & ooh i feel love i feel love & i feel love i feel love & i feel love & i feel love & i feel love & ooh fall and free fall and free & fall and free fall and free & fall and free & ooh you and me you and me & you and me you and me & you and me & ooh i feel love i feel love & i feel love i feel love & i feel love & i feel love & i feel love & i feel love & i feel love &,,,,
donna summer,on the radio,someone found a letter you wrote me on the radio & and they told the world just how you felt & it must have fallen out of a hole in your old brown overcoat & they never said your name & but i knew just who they meant & whoa i was so surprised and shocked and i wondered too & if by chance you heard it for yourself & i never told a soul just how ive been feeling over you & but they said it really loud they said it on the air & on the radio & whoa oh oh & on the radio & whoa oh oh oh & on the radio & whoa oh oh & on the radio & whoa oh oh & now now & dont it kinda strike you sad when you hear our song & things are not the same since we broke up last june & the only thing that i want to hear is that you love me still & and that you think youll be comin home real soon & whoa oh yeah yeah & and it made me feel proud when i heard you say & you couldnt find the words to say it yourself & and now in my heart i know i can say what i really feel & cause they said it really loud they said it on the air & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio & if you think that love isnt found on the radio & well tune right in you made find the love you lost & cause now im sitting here with the man i sent away long ago & it sounded really loud  they said it really loud & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio & whoa oh oh & on the radio &,,,,
dan hill,sometimes when we touch,you ask me if i love you & and i choke on my reply & id rather hurt you honestly & than mislead you with a lie & and who am i to judge you & in what you say or do & im only just beginning & to see the real you & and sometimes when we touch & the honestys too much & and i have to close my eyes & and hide & i want to hold you till i die & till we both break down and cry & i want to hold you till the fear in me subsides & romances in all strategy & leaves me battling with my pride & but through the years security & some tenderness survives & im just another writer & still trapped within my truth & a hesitant prizefighter & still trapped within my youth & and sometimes when we touch & the honestys too much & and i have to close my eyes & and hide & i want to hold you till i die & till we both break down and cry & i want to hold you till the fear in me subsides & at times id like to break you & and drive you to your knees & at times id like to break through & and hold you endlessly & at times i understand you & and i know how hard you try & ive watched while love commands you & and ive watched love pass you by & at times i think were drifters & still searching for a friend & a brother or a sister & but then the passion flares again & and sometimes when we touch & the honestys too much & and i have to close my eyes & and hide & i want to hold you till i die & till we both break down and cry & i want to hold you till the fear in me subsides &,,,,
the cure,close to me,ive waited hours for this & ive made myself so sick & i wish id stayed asleep today & i never thought this day would end & i never thought tonight could ever be & this close to me & just try to see in the dark & just try to make it work & to feel the fear before youre here & i make the shapes come much too close & i pull my eyes out & hold my breath & and wait until i shake & but if i had your faith & then i could make it safe and clean & if only i was sure & that my head on the door was a dream & ive waited hours for this & ive made myself so sick & i wish id stayed asleep today & i never thought this day would end & i never thought tonight could ever be & this close to me &,,,,
george mccrae,rock your baby,sexy mama & woman take me in your arms & rock your baby & woman take me in your arms & rock your baby & theres nothing to it & just say you wanna do it & open up your heart & and let the loving start & oh woman take me in your arms & rock your baby & woman take me in your arms & rock your baby & yeah hold me tight & with all your might & now let your loving flow & real sweet and slow & oh woman take me in your arms & rock your baby & woman take me in your arms & rock your baby & oh woman take me in your arms & rock your baby & woman take me in your arms & rock your baby & oh woman take me in your arms & and rock me & ah woman take me in your arms & and rock me ahh &,,,,
counting crows,mr jones,sha la la la la la la & mmm & uh huh & i was down at the new amsterdam & staring at this yellowhaired girl & mr jones strikes up a conversation & with a blackhaired flamenco dancer & you know she dances while his father plays guitar & shes suddenly beautiful & we all want something beautiful & man i wish i was beautiful & so come dance the silence down through the morning & sha la la la la la la la & yeah & uh huh & yeah & cut up maria & show me some of that spanish dancin & pass me a bottle mr jones & believe in me & help me believe in anything & cause i want to be someone who believes & yeah & mr jones and me & tell each other fairy tales & and we stare at the beautiful women & shes looking at you & ah no no shes looking at me & smilin in the bright lights & coming through in stereo & when everybody loves you & you can never be lonely & well im gonna paint my picture & paint myself in blue and red and black and gray & all of the beautiful colors are very very meaningful & yeah well you know gray is my favorite color & i felt so symbolic yesterday & if i knew picasso & i would buy myself a gray guitar and play & mr jones and me & look into the future & yeah we stare at the beautiful women & shes looking at you & i dont think so & shes looking at me & standing in the spotlight & i bought myself a gray guitar & when everybody loves me & i will never be lonely & i will never be lonely & said im never gonna be & lonely & i wanna be a lion & yeah everybody wants to pass as cats & we all wanna be big big stars & yeah but we got different reasons for that & believe in me & cause i dont believe in anything & and i wanna be someone to believe to believe to believe & yeah & mr jones and me & stumbling through the barrio & yeah we stare at the beautiful women & shes perfect for you & man theres got to be somebody for me & i wanna be bob dylan & mr jones wishes he was someone just a little more funky & when everybody love you & oh son thats just about as funky as you can be & mr jones and me & starin at the video & when i look at the television i wanna see me & staring right back at me & we all wanna be big stars & but we dont know why and we dont know how & but when everybody loves me & im wanna be just about as happy as i can be & mr jones and me & were gonna be big stars &,,,,
counting crows,round here,step out the front door like a ghost & into the fog where no one notices & the contrast of white on white & and in between the moon and you & the angels get a better view & of the crumbling difference between wrong and right & i walk in the air between the rain & through myself and back again & where i dont know & maria says shes dying & through the door i hear her crying & why i dont know & round here we always stand up straight & round here something radiates & maria came from nashville with a suitcase in her hand & she said shed like to meet a boy who looks like elvis & and she walks along the edge of where the ocean meets the land & just like shes walking on a wire in the circus & she parks her car outside of my house takes her clothes off & says shes close to understanding jesus & she knows shes more that just a little misunderstood & she has trouble acting normal when shes nervous & round here were carving out our names & round here we all look the same & round here we talk just like lions & but we sacrifice like lambs & round here shes slipping through my hands & sleeping children got to run like the wind & out of the lightning dream & mamas little baby better get herself in & out of the lightning & she says its only in my head & she says shh i know its only in my head & but the girl on the car in the parking lot & says man you should try to take a shot & cant you see my walls are crumbling & then she looks up at the building & and says shes thinking of jumping & she says shes tired of life; & she must be tired of something & round here shes always on my mind & round here (hey man) i got lots of time & round here were never sent to bed early & and nobody makes us wait & round here we stay up very very very very late & i cant see nothing nothing & around here & you catch me if im falling & you catch me if im falling & will you catch me because im falling down on here & i said  im under the gun & round here & oh man i said im under the gun & round here & and i cant see nothin nothin & round here &,,,,
cyndi lauper,i drove all night,i had to escape & the city was sticky and cruel & maybe i should have called you first & but i was dying to get to you & i was dreaming while i drove & the long straight road ahead uh huh & could taste your sweet kisses & your arms open wide & this fever for you is just burning me up inside & i drove all night to get to you & is that alright & i drove all night & crept in your room & woke you from your sleep & to make love to you & is that alright & i drove all night & what in this world & keep us from tearing apart & no matter where i go i hear & the beating of your heart & i think about you & when the night is cold and dark & no one can move me & the way that you do & nothing erases the feeling between me and you & i drove all night to get to you & is that alright & i drove all night & crept in your room & woke you from your sleep & to make love to you & is that alright & i drove all night & could taste your sweet kisses & your arms open wide & this fever for you is just burning me up inside & i drove all night to get to you & is that alright & i drove all night & crept in your room & woke you from your sleep & to make love to you & i drove all nightto hold you tight &,,,,
cyndi lauper,girls just want to have fun,i come home in the morning light & my mother says when you gonna live your life right & oh mother dear were not the fortunate ones & and girls they want to have fun & oh girls just want to have fun & the phone rings in the middle of the night & my father yells what you gonna do with your life & oh daddy dear you know youre still number one & but girls they want to have fun & oh girls just want to have & thats all they really want & some fun & when the working day is done & oh girls they want to have fun & oh girls just want to have fun & some boys take a beautiful girl & and hide her away from the rest of the world & i want to be the one to walk in the sun & oh girls they want to have fun & oh girls just want to have & thats all they really want & some fun & when the working day is done & oh girls they want to have fun & oh girls just want to have fun(girls they wanna) & (wanna have fun) & (girls wanna have) & they just wanna they just wanna & (girls girls just wanna have fun) & they just wanna they just wanna have fun & girls girls just wanna have fun & (they just wanna they just wanna) & they just wanna they just wanna & they just wanna they just wanna & (girls girls just wanna have fun) & girls girls just wanna have fun & when the workin & when the workin day is done & oh when the workin day is done & oh girls girls just wanna have fun & they just wanna they just wanna & they just wanna they just wanna & oh girls girls just wanna have fun & (they just wanna they just wanna) & when the workin & (they just wanna they just wanna) & when the workin day is done & (girls girls just wanna have fun) & when the working day is done & oh girl girls just wanna have fun & (they just wanna they just wanna) & yeah yeah yeah &,,,,
cyndi lauper,time after time,lying in my bed i hear the clock tick & and think of you & caught up in circles & confusion is nothing new & flashback warm nights & almost left behind & suitcases of memories & time after & sometimes you picture me & im walking too far ahead & youre calling to me i cant hear & what youve said & then you say go slow & i fall behind & the second hand unwinds & if youre lost you can look and you will find me & time after time & if you fall i will catch you i will be waiting & time after time & if youre lost you can look and you will find me & time after time & if you fall i will catch you i will be waiting & time after time & after my picture fades and darkness has & turned to gray & watching through windows & youre wondering if im okay & secrets stolen from deep inside & the drum beats out of time & if youre lost you can look and you will find me & time after time & if you fall i will catch you i will be waiting & time after time & you said go slow & i fall behind & the second hand unwinds & if youre lost you can look and you will find me & time after time & if you fall i will catch you ill be waiting & time after time & if youre lost you can look and you will find me & time after time & if you fall i will catch you ill be waiting & time after time & time after time & time after time & time after time & time after time & time after time & time after time & time after & time &,,,,
cyndi lauper,she bop,wehell i see them every night in tight blue jeans & in the pages of a blue boy magazine & hey ive been thinking of a new sensation & im picking up good vibration & ooh she bop she bop & do i want to go out with a lions roar & huh yea i want to go south and get me some more & hey they say that a stitch in time saves nine & they say i better stop or ill go blind & ooh she bop she bop & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu bop & i hope he will understand & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu she bop & ohh ohh she do she bop & hey hey they say i better get a chaperon & because i cant stop messin with the danger zone & hey i wont worry and i wont fret & aint no law against it yet oh she bop she bop & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu bop & i hope he will understand & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu she bop & ohh ohh she do she bop & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu bop & i hope he will understand & she bop he bop and we bop & i bop you bop and they bop & be bop be bop a lu she bop & ohh ohh she did it she bop & ohh ohh she dif it she bop &,,,,
cyndi lauper,all through the night,all through the night & ill be awake and ill be with you & all through the night & this precious time when time is new & oh all through the night today & knowing that we feel the same without saying & we have no past we wont reach back & keep with me forward all through the night & and once we start the meter clicks & and it goes running all through the night & until it ends there is no end & all through the night & stray cat is crying so stray cat sings back & all through the night & they have forgotten what by day they lack & oh under those white street lamps & there is a little chance they may see & we have no past we wont reach back & keep with me forward all through the night & and once we start the meter clicks & and it goes running all through the night & until it ends there is no end & oh the sleep in your eyes is enough & let me be there let me stay there awhile & we have no past we wont reach back & keep with me forward all through the night & and once we start the meter clicks & and it goes running all through the night & until it ends there is no end & keep with me forward all through the night & and once we start the meter clicks & and it goes running all through the night & until it ends there is no end &,,,,
cyndi lauper,true colors,you with the sad eyes & dont be discouraged & oh i realize & its hard to take courage & in a world full of people & you can lose sight of it all & and the darkness inside you & can make you feel so small & but i see your true colors & shining through & i see your true colors & and thats why i love you & so dont be afraid to let them show & your true colors & true colors are beautiful & like a rainbow & show me a smile then & dont be unhappy cant remember & when i last saw you laughing & if this world makes you crazy & and youve taken all you can bear & you call me up & because you know ill be there & and ill see your true colors & shining through & i see your true colors & and thats why i love you & so dont be afraid to let them show & your true colors & true colors are beautiful & like a rainbow & (when i last saw you laughing) & if this world makes you crazy & and youve taken all you can bear & you call me up & because you know ill be there & and ill see your true colors & shining through & i see your true colors & and thats why i love you & so dont be afraid to let them show & your true colors & true colors & true colors & shining through & i see your true colors & and thats why i love you & so dont be afraid to let them show & your true colors & true colors are beautiful & like a rainbow &,,,,
cyndi lauper,goonies r good enough,here we are & hanging onto strains of greed and blues & break the chain then we break down & oh its not real if you dont feel it & unspoken expectations & ideals you used to play with & theyve finally taken shape for us & whats good enough for you & is good enough for me & its good enough & its good enough for me & yeah yeah yeah yeah yeah & now youll say & youre startin to feel the push and pull & of what could be and never can & you mirror me stumblin through those & old fashioned superstitions & i find too hard to break & oh maybe youre out of place & whats good enough for you & is good enough for me & its good enough & its good enough for me & yeah yeah yeah yeah yeah & (good enough) for you & is good enough for me & its good its good enough & its good enough for me & yeah yeah yeah yeah yeah & old fashioned superstitions & i find too hard to break & oh maybe youre out of place & whats good enough for you & is good enough for me & its good enough & its good enough for me & yeah yeah yeah yeah yeah & (good enough) for you & is good enough for me & its good its good enough & its good enough for me & yeah yeah yeah yeah yeah & (scat) &,,,,
the byrds,turn turn turn,to everything (turn turn turn) & there is a season (turn turn turn) & and a time to every purpose under heaven & a time to be born a time to die & a time to plant a time to reap & a time to kill a time to heal & a time to laugh a time to weep & to everything (turn turn turn) & there is a season (turn turn turn) & and a time to every purpose under heaven & a time to build up a time to break down & a time to dance a time to mourn & a time to cast away stones a time to gather stones together & to everything (turn turn turn) & there is a season (turn turn turn) & and a time to every purpose under heaven & a time of love a time of hate & a time of war a time of peace & a time you may embrace a time to refrain from embracing & to everything (turn turn turn) & there is a season (turn turn turn) & and a time to every purpose under heaven & a time to gain a time to lose & a time to rend a time to sew & a time for love a time for hate & a time for peace i swear its not too late &,,,,
beastie boys,girls,girls all i really want is girls & and in the morning its girls & cause in the evening its girls & i like the way that they walk & and its chilly to hear them talk & and i can always make them smile & from white castle to the nile & back in the day & there was this girl around the way & she liked by homepiece mca & he said he would not give her play & i asked him please he said you may & her pants were tight and thats ok & if she would dance i would dj & we took a walk down to the bay & i hope shell say & hey me and you should hit the hay & i asked her out she said no way & i should of probably guessed their gay & so i broke north with no delay & i heard she moved real far away & that was two years ago this may & i seen her just the other day & jockin mike d to my dismay &,,,,
beastie boys,sabotage,i cant stand it i know you planned it & but im gonna set it straight this watergate & i cant stand rocking when im in here & because your crystal ball aint so crystal clear & so while you sit back and wonder why & i got this fucking thorn in my side & oh my good its a mirage & im tellin yall its a sabotage & so listen up cause you cant say nothin & youll shut me down with a push of your button & but im out and im gone & ill tell you now i keep it on and on & cause what you see you might not get & and we can bet so dont you get souped yet & youre scheming on a thing thats a mirage & im trying to tell you now its sabotage & why; our backs are now against the wall & listen all of yall its a sabotage & listen all of yall its a sabotage & listen all of yall its a sabotage & listen all of yall its a sabotage & i cant stand it i know you planned it & but im gonna set it straight this watergate & i cant stand rockin when im in this place & because i feel disgrace because youre all in my face & but make no mistakes and switch up my channel & im buddy rich when i fly off the handle & what could it be its a mirage & youre scheming on a thing thats sabotage &,,,,
beastie boys,fight for your right to party,kick it & you wake up late for school man you dont want to go & you ask you mom please but she still says no & you missed two classes and no homework & but your teacher preaches class like youre some kind of jerk & you gotta fight for your right to party & your pop caught you smoking and he said no way & that hypocrite smokes two packs a day & man living at home is such a drag & now your mom threw away your best porno mag (bust it) & you gotta fight for your right to party & you gotta fight & dont step out of this house if thats the clothes youre gonna wear & ill kick you out of my home is you dont cut that hair & your mom busted in and said whats that noise & aw mom youre just jealous its the beastie boys & you gotta fight for your right to party & you gotta fight for your right to party & party & party &,,,,
beastie boys,intergalactic,intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension & well now dont you tell me to smile & you stick around ill make it worth your while & my numbers beyond what you can dial & maybe its because were so versatile & style profile i said & it always brings me back when i hear ooh child & from the hudson river out to the nile & i run the marathon to the very last mile & well if you battle me i feel reviled & people always sayin my style is wild & youve got gall youve got guile & step to me im a rapophile & if you want to battle youre in denial & comin from uranus to check my style & go ahead put my rhymes on trial & cast you off into exile & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & jazz and awol thats our team & step inside the party disrupt the whole scene & when it comes to beats well im a fiend & i like my sugar with coffee and cream & well i gotta keep it going keep it going full steam & too sweet to be sour to nice to be mean & well on the toughguy style im not too keen & trying to change the world im going to plot and scheme & mario c likes to keep it clean & gonna shine like a sunbeam & keep on rappin cause thats my dream & thank moe dee for sticking to themes & now when it comes to envy yall is green & jealous of the rhyme and the rhyme routine & another dimension new galaxy & intergalactic planetary & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & were from the family tree of old school hiphop & kick off your shoes and relax your socks & the rhymes are spread just like a pox & cause the music is loud like an electric shock & i am known to do the wop & also known for the flintstone flop & tammy d gets biz on the crops & beastie boys known to let the beat & mmm drop & now when i wrote graffiti my name was slop & if my raps soup my beats is stock & step from the table when i start to chop & im a lumberjack dj adrock & if you try to knock me youll get mocked & ill stir fry you in my wok & your kneesll start shakin and your fingers pop & like a pinch on the neck of mr spock & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & intergalactic planetary planetary intergalactic & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension another dimension & another dimension another dimension &,,,,
eric clapton,bell bottom blues,bell bottom blues you made me cry & i dont want to lose this feeling & and if i could choose a place to die & it would be in your arms & do you want to see me crawl across the floor to you & do you want to hear me beg you to take me back & id gladly do it because & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay & its all wrong but its all right & the way that you treat me baby & once i was strong but i lost the fight & you wont find a better loser & do you want to see me crawl across the floor to you & do you want to hear me beg you to take me back & id gladly do it because & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay & do you want to see me crawl across the floor to you & do you want to hear me beg you to take me back & id gladly do it cause & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay & bell bottom blues dont say goodbye & im sure were gonna meet again & and if we do dont you be surprised & if you find me with another lover & do you want to see me crawl across the floor to you & do you want to hear me beg you to take me back & id gladly do it cause & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay & i dont want to fade away & give me one more day please & i dont want to fade away & in your heart i want to stay &,,,,
eric clapton,wonderful tonight,its late in the evening; shes wondering what clothes to wear & shell put on her makeup and brushes her long blonde hair & and then she asks me do i look all right & and i say yes you look wonderful tonight & we go to a party and everyone turns to see & this beautiful lady thats walking around with me & and then she asks me do you feel all right & and i say yes i feel wonderful tonight & i feel wonderful because i see & the love light in your eyes & and the wonder of it all & is that you just dont realize how much i love you & its time to go home now and ive got an aching head & so i give her the car keys and she helps me to bed &,,,,
freda payne,band of gold,now that youve gone & all thats left is a band of gold & all thats left of the dreams i hold & band of gold & and the memories of what love could be & if you were still here with me & you took me from the shelter of my mother & i have never known or loved another & we kissed after taking vows & that nigh on our honeymoon & we stayed in separate rooms & i wait in the darkness of my lonely room & filled with sadness filled with gloom & hoping soon & that youll walk back through that door & and love me like you tried before & now that youve gone & all thats left is a band of gold & all thats left of the dreams i hold & band of gold & and the memories of what love could be & if you were still here with me & dont you know that i wait & in the darkness of my lonely room & filled with sadness filled with gloom & hoping soon & that youll walk back through that door & and love me like you tried before & since youve been gone & all thats left is a band of gold & all thats left of the dreams i hold & band of gold & and the memories of what love could be & if you were still here with me & i wait in the darkness of my lonely room & filled with sadness filled with gloom & hoping soon & that youll walk back through that door & and love me like you tried before &,,,,
belinda carlisle,heaven is a place on earth,ooh baby do you know what thats worth & ooh heaven is a place on earth & they say in heaven love comes first & well make heaven a place on earth & ooh heaven is a place on earth & when the night falls down & i wait for you and you come around & and the worlds alive with the sound & of kids on the street outside & when you walk into the room & you pull me close and we start to move & and were spinning with the stars above & and you lift me up in a wave of love & ooh baby do you know what thats worth & ooh heaven is a place on earth & they say in heaven love comes first & well make heaven a place on earth & ooh heaven is a place on earth & when i feel alone i reach for you & and you bring me home & when im lost at sea i hear your voice & and it carries me & in this world were just beginning & to understand the miracle of living & baby i was afraid before & but im not afraid anymore & ooh baby do you know what thats worth & ooh heaven is a place on earth & they say in heaven love comes first & well make heaven a place on earth & ooh heaven is a place on earth & in this world were just beginning & to understand the miracle of living & baby i was afraid before & but im not afraid anymore & ooh baby do you know what thats worth & ooh heaven is a place on earth & they say in heaven love comes first & well make heaven a place on earth & ooh heaven is a place on earth & ooh heaven is a place on earth & ooh heaven is a place on earth & ooh heaven is a place on earth & ooh heaven is a place on earth &,,,,
